procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-01685,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Electrical Maintenance & Repair Services — Los Angeles Unified School District (LAUSD),Electrical Services,493110,"$10,000,000–$25,000,000",ServiceMaster Clean,3 Years,2026-09-09,2026-09-09,2027-04-14,2026-01-09,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01688,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Food Services & Catering Contract — City of Vacaville,Food Services & Catering,238320,"$150,000–$300,000",Jan-Pro Franchising International,2 Years,2026-08-30,2026-10-27,2027-09-09,2025-10-18,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01689,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,IT Infrastructure & Managed Services Contract — City of Benicia,IT Infrastructure & Managed Services,562111,"$150,000–$300,000",Manpower Group,1 Year,2026-09-12,2026-11-25,2028-05-25,2025-10-01,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Manpower Group; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01691,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Electrical Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),Electrical Services,238320,"$75,000–$150,000",Manpower Group,2 Years,2026-08-23,2026-11-24,2026-11-19,2024-06-24,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Manpower Group; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01692,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Custodial Services Contract — San Francisco Municipal Transportation Agency (SFMTA),Janitorial & Custodial Services,561720,"$5,000,000–$10,000,000",CACI International,1 Year,2026-06-16,2026-09-28,2027-12-31,2025-11-15,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: CACI International; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01693,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Temporary Staffing & Workforce Solutions — City of Vallejo,Staffing & Temporary Labor,561612,"$300,000–$500,000",Jacobs Engineering Group,5 Years,2026-07-16,2026-08-31,2027-01-17,2025-10-09,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Email-based bid notifications — automated alert system opportunity,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01696,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Food Services & Catering Contract — Bay Area Rapid Transit (BART),Food Services & Catering,561720,"$75,000–$150,000",Kforce Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-04,2026-11-23,2026-09-13,2025-08-18,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Kforce Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01701,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Transportation & Logistics Services — City of Fairfield,Transportation & Logistics,541512,"$2,500,000–$5,000,000",Stericycle Inc.,2 Years,2026-07-31,2026-07-23,2028-01-02,2024-08-20,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01702,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Environmental Compliance & Remediation Services — City of Benicia,Environmental Compliance Services,561710,"$75,000–$150,000",Waste Management Inc.,1 Year + 4 Options,2026-08-16,2026-09-14,2026-11-26,2024-07-27,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01708,Solano County — Purchasing Services,County,"Fairfield, CA",US,Transportation & Logistics Services — Solano County,Transportation & Logistics,541512,"$2,500,000–$5,000,000",Pitney Bowes Inc.,5 Years + 2 Options,2026-06-26,2026-11-02,2027-09-09,2025-10-08,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01710,Contra Costa County — Purchasing,County,"Martinez, CA",US,Electrical Maintenance & Repair Services — Contra Costa County,Electrical Services,561612,"$5,000,000–$10,000,000",Regional Service Provider,1 Year,2026-07-23,2026-09-29,2026-09-28,2025-09-04,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Regional Service Provider; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01711,University of California System (UC),State/University,"Oakland, CA",US,IT Infrastructure & Managed Services Contract — University of California System (UC),IT Infrastructure & Managed Services,541513,"$2,500,000–$5,000,000",Parsons Corporation,3 Years + 2 Options,2026-07-01,2026-09-23,2027-01-10,2024-12-03,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Parsons Corporation; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual invoice processing — AI automation saves 40+ hours/month,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01714,California Department of Education (CDE),State,"Sacramento, CA",US,Debris Removal & Waste Hauling Services — California Department of Education (CDE),Debris Removal & Waste Management,561720,"$10,000,000–$25,000,000",Manpower Group,5 Years + 2 Options,2026-08-23,2026-10-31,2027-04-06,2025-05-12,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Manpower Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Email-based bid notifications — automated alert system opportunity,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01716,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Temporary Staffing & Workforce Solutions — Sacramento County,Staffing & Temporary Labor,238320,"$75,000–$150,000",Booz Allen Hamilton,3 Years,2026-07-02,2026-09-06,2027-07-17,2026-03-03,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01719,Solano County — Purchasing Services,County,"Fairfield, CA",US,Healthcare Facility Support Services — Solano County,Healthcare Support Services,561710,"$500,000–$1,000,000",Stericycle Inc.,2 Years,2026-07-17,2026-08-25,2028-01-24,2024-08-07,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01720,California Department of General Services (DGS),State,"Sacramento, CA",US,Environmental Compliance & Remediation Services — California Department of General Services (DGS),Environmental Compliance Services,541513,"$500,000–$1,000,000",Manpower Group,2 Years,2026-09-19,2026-10-25,2026-10-18,2025-12-29,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Manpower Group; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Email-based bid notifications — automated alert system opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01721,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Environmental Compliance & Remediation Services — San Francisco Municipal Transportation Agency (SFMTA),Environmental Compliance Services,493110,"$25,000–$75,000",Stericycle Inc.,5 Years + 2 Options,2026-09-05,2026-10-04,2026-10-02,2025-08-14,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01723,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Temporary Staffing & Workforce Solutions — California Department of Transportation (Caltrans),Staffing & Temporary Labor,541512,"$150,000–$300,000",Xerox Corporation,1 Year + 4 Options,2026-07-04,2026-11-11,2027-11-24,2024-12-20,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: Xerox Corporation; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01726,California Department of Transportation (Caltrans),State,"Sacramento, CA",US,Environmental Compliance & Remediation Services — California Department of Transportation (Caltrans),Environmental Compliance Services,541512,"$500,000–$1,000,000",ServiceMaster Clean,5 Years + 2 Options,2026-09-13,2026-07-14,2027-02-03,2025-07-28,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://dot.ca.gov/programs/construction/contractor-resources,caltrans.contracts@dot.ca.gov,(916) 654-5266,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01728,California Department of General Services (DGS),State,"Sacramento, CA",US,Electrical Maintenance & Repair Services — California Department of General Services (DGS),Electrical Services,541512,"$25,000–$75,000",Parsons Corporation,3 Years,2026-07-15,2026-07-16,2027-11-24,2025-06-17,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Parsons Corporation; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01730,University of California System (UC),State/University,"Oakland, CA",US,Fleet Maintenance & Vehicle Repair Services — University of California System (UC),Fleet Maintenance & Vehicle Services,541512,"$25,000,000+",Republic Services Inc.,3 Years,2026-08-26,2026-10-30,2027-06-14,2024-08-02,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$25,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01739,California Department of General Services (DGS),State,"Sacramento, CA",US,Grounds Maintenance & Landscaping Services — California Department of General Services (DGS),Landscaping & Grounds Maintenance,541513,"$1,000,000–$2,500,000",ServiceMaster Clean,3 Years,2026-06-17,2026-07-13,2027-10-09,2025-05-22,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01747,California Department of Education (CDE),State,"Sacramento, CA",US,Grounds Maintenance & Landscaping Services — California Department of Education (CDE),Landscaping & Grounds Maintenance,562111,"$25,000–$75,000",Fluor Corporation,1 Year + 4 Options,2026-06-14,2026-11-25,2027-11-14,2024-12-26,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Fluor Corporation; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01751,California Department of Education (CDE),State,"Sacramento, CA",US,Custodial Services Contract — California Department of Education (CDE),Janitorial & Custodial Services,562111,"$25,000,000+",Waste Management Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-17,2026-11-01,2026-11-20,2024-07-26,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Paper timesheets — digital workforce management opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01755,Contra Costa County — Purchasing,County,"Martinez, CA",US,IT Infrastructure & Managed Services Contract — Contra Costa County,IT Infrastructure & Managed Services,238320,"$10,000,000–$25,000,000",Coverall Holding Company,5 Years + 2 Options,2026-07-27,2026-10-20,2027-10-23,2026-05-04,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$10,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01759,Port of Oakland,Port Authority,"Oakland, CA",US,Grounds Maintenance & Landscaping Services — Port of Oakland,Landscaping & Grounds Maintenance,541513,"$5,000,000–$10,000,000",Waste Management Inc.,1 Year,2026-08-09,2026-07-24,2027-09-16,2025-08-14,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01762,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Grounds Maintenance & Landscaping Services — Bay Area Rapid Transit (BART),Landscaping & Grounds Maintenance,561612,"$500,000–$1,000,000",Regional Service Provider,2 Years,2026-09-15,2026-08-31,2026-08-28,2025-11-22,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Regional Service Provider; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$10,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01764,California Department of Education (CDE),State,"Sacramento, CA",US,Food Services & Catering Contract — California Department of Education (CDE),Food Services & Catering,561710,"$25,000–$75,000",Sodexo USA,1 Year,2026-06-18,2026-09-24,2027-12-27,2025-06-10,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$15,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01769,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Food Services & Catering Contract — City of Vacaville,Food Services & Catering,562111,"$75,000–$150,000",Allied Universal Security Services,5 Years + 2 Options,2026-09-19,2026-07-24,2028-01-09,2025-04-03,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Allied Universal Security Services; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01772,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Debris Removal & Waste Hauling Services — Sacramento County,Debris Removal & Waste Management,561612,"$500,000–$1,000,000",Kforce Inc.,1 Year + 4 Options,2026-07-17,2026-09-20,2027-10-28,2025-02-01,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Kforce Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01774,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Uniformed Security Guard Services — San Francisco Municipal Transportation Agency (SFMTA),Security Guard Services,484110,"$500,000–$1,000,000",Recall Holdings,3 Years,2026-09-15,2026-10-24,2027-08-18,2025-11-04,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Recall Holdings; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Manual invoice processing — AI automation saves 40+ hours/month,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01775,Solano County — Purchasing Services,County,"Fairfield, CA",US,Facilities Maintenance & Repair Services — Solano County,Facilities Maintenance & Repair,484110,"$10,000,000–$25,000,000",Cintas Corporation,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-12,2026-11-17,2026-09-11,2024-11-07,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Cintas Corporation; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01776,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Facilities Maintenance & Repair Services — Alameda County,Facilities Maintenance & Repair,561730,"$75,000–$150,000",Sodexo USA,3 Years,2026-08-31,2026-08-13,2027-01-06,2025-08-06,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Sodexo USA; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01777,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Healthcare Facility Support Services — City of Fairfield,Healthcare Support Services,561730,"$300,000–$500,000",Manpower Group,3 Years + 2 Options,2026-08-22,2026-09-30,2027-05-22,2024-11-08,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Manpower Group; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01781,California Department of General Services (DGS),State,"Sacramento, CA",US,Debris Removal & Waste Hauling Services — California Department of General Services (DGS),Debris Removal & Waste Management,562111,"$25,000,000+",Unknown/No Incumbent,1 Year,2026-09-13,2026-10-10,2027-07-29,2025-02-07,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01785,City of Benicia — Finance Department,Municipal,"Benicia, CA",US,Professional Consulting Services — City of Benicia,Consulting & Professional Services,562111,"$2,500,000–$5,000,000",Sodexo USA,2 Years,2026-08-03,2026-07-19,2028-03-24,2024-09-03,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://procurement.opengov.com/portal/embed/beniciaca/project-list,JTschudi@ci.benicia.ca.us,(707) 746-4225,Primary: Sodexo USA; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01790,University of California System (UC),State/University,"Oakland, CA",US,Facilities Maintenance & Repair Services — University of California System (UC),Facilities Maintenance & Repair,493110,"$2,500,000–$5,000,000",ABM Industries Inc.,2 Years,2026-09-21,2026-08-14,2027-02-06,2025-01-29,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Email-based bid notifications — automated alert system opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01791,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Records Management & Document Digitization Services — Bay Area Rapid Transit (BART),Records Management & Digitization,562111,"$75,000–$150,000",Kforce Inc.,1 Year + 4 Options,2026-08-04,2026-07-19,2027-06-18,2024-09-30,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Kforce Inc.; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01792,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,IT Infrastructure & Managed Services Contract — City of Vallejo,IT Infrastructure & Managed Services,562111,"$2,500,000–$5,000,000",Xerox Corporation,2 Years,2026-08-17,2026-08-20,2028-03-27,2024-07-18,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Xerox Corporation; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper-based compliance tracking — digitization opportunity worth $50K+/yr,"$15,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
