procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-01526,NHS Supply Chain,Healthcare,"Alfreton, ENG",UK,Healthcare Facility Support Services — NHS Supply Chain,Healthcare Support Services,541512,"$10,000,000–$25,000,000",Xerox Corporation,5 Years + 2 Options,2026-06-25,2026-07-28,2027-12-21,2024-09-10,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.nhssupplychain.nhs.uk,enquiries@nhssupplychain.nhs.uk,+44 345 600 8600,Primary: Xerox Corporation; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01529,Toronto Transit Commission (TTC) — Procurement,Transit,"Toronto, ON",CA,Custodial Services Contract — Toronto Transit Commission (TTC),Janitorial & Custodial Services,493110,"$10,000,000–$25,000,000",CACI International,1 Year,2026-09-15,2026-08-03,2027-09-20,2025-06-11,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.ttc.ca/doing-business-with-ttc,procurement@ttc.ca,+1 (416) 393-4000,Primary: CACI International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01551,Transport for London (TfL) — Procurement,Transit,"London, ENG",UK,Uniformed Security Guard Services — Transport for London (TfL),Security Guard Services,561730,"$5,000,000–$10,000,000",Jacobs Engineering Group,1 Year + 4 Options,2026-08-20,2026-10-16,2028-05-27,2026-01-22,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://tfl.gov.uk/info-for/suppliers/,procurement@tfl.gov.uk,+44 343 222 1234,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual invoice processing — AI automation saves 40+ hours/month,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01552,NASA — Procurement Division,Federal,"Washington, DC",US,HVAC Maintenance & Mechanical Services — NASA,HVAC & Mechanical Services,561710,"$5,000,000–$10,000,000",Waste Management Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-17,2026-10-05,2027-06-09,2024-07-06,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://procurement.nasa.gov,nasaprocure@nasa.gov,(202) 358-0000,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Spreadsheet-based vendor management — CRM integration opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01553,Bay Area Rapid Transit (BART),Transit Authority,"Oakland, CA",US,Healthcare Facility Support Services — Bay Area Rapid Transit (BART),Healthcare Support Services,561710,"$2,500,000–$5,000,000",Parsons Corporation,5 Years,2026-07-08,2026-10-27,2026-10-14,2025-10-31,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.bart.gov/about/business/bids,procurement@bart.gov,(510) 464-6000,Primary: Parsons Corporation; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Paper timesheets — digital workforce management opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01556,Highways England (National Highways),Infrastructure,"Birmingham, ENG",UK,Environmental Compliance & Remediation Services — Highways England (National Highways),Environmental Compliance Services,238320,"$300,000–$500,000",Waste Management Inc.,1 Year,2026-06-15,2026-10-03,2027-09-22,2025-09-11,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://nationalhighways.co.uk/industry-information/procurement/,procurement@nationalhighways.co.uk,+44 300 123 5000,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01559,Victorian Government — Tenders VIC,State,"Melbourne, VIC",AU,Environmental Compliance & Remediation Services — Victorian Government,Environmental Compliance Services,493110,"$500,000–$1,000,000",Sodexo USA,3 Years + 2 Options,2026-09-04,2026-08-01,2028-02-07,2025-06-05,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.tenders.vic.gov.au,procurement@dtf.vic.gov.au,+61 3 9651 5111,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01562,Department of Defense (DoD) — DIBBS,Federal,"Washington, DC",US,IT Infrastructure & Managed Services Contract — Department of Defense (DoD),IT Infrastructure & Managed Services,561710,"$10,000,000–$25,000,000",Jacobs Engineering Group,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-09-12,2026-10-11,2027-11-23,2025-07-09,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://dibbs.bsm.dla.mil,dodprocurement@dla.mil,(703) 767-6666,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01563,Department of Homeland Security (DHS),Federal,"Washington, DC",US,Uniformed Security Guard Services — Department of Homeland Security (DHS),Security Guard Services,561730,"$500,000–$1,000,000",ManTech International,1 Year + 4 Options,2026-08-12,2026-09-03,2028-02-01,2026-03-12,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.dhs.gov/procurement,dhsbidding@dhs.gov,(202) 282-8000,Primary: ManTech International; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01565,Queensland Government — QTenders,State,"Brisbane, QLD",AU,Grounds Maintenance & Landscaping Services — Queensland Government,Landscaping & Grounds Maintenance,561720,"$500,000–$1,000,000",Xerox Corporation,1 Year,2026-08-25,2026-08-26,2026-10-03,2024-10-24,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://qtenders.epw.qld.gov.au,procurement@epw.qld.gov.au,+61 7 3224 2111,Primary: Xerox Corporation; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01569,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,IT Infrastructure & Managed Services Contract — City of Vacaville,IT Infrastructure & Managed Services,493110,"$1,000,000–$2,500,000",Jan-Pro Franchising International,5 Years + 2 Options,2026-08-27,2026-09-29,2027-05-14,2024-12-25,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01575,City of Atlanta — Department of Procurement,Municipal,"Atlanta, GA",US,Public Works & Infrastructure Maintenance — City of Atlanta,Public Works & Infrastructure,541513,"$500,000–$1,000,000",Robert Half International,2 Years,2026-09-22,2026-08-14,2027-08-13,2024-06-08,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.atlantaga.gov/government/departments/procurement,procurement@atlantaga.gov,(404) 330-6182,Primary: Robert Half International; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01577,Department of Energy (DOE),Federal,"Washington, DC",US,Food Services & Catering Contract — Department of Energy (DOE),Food Services & Catering,493110,"$500,000–$1,000,000",Coverall Holding Company,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-07-07,2026-09-24,2026-12-12,2025-02-22,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.energy.gov/management/office-procurement-and-assistance-management,doeprocure@hq.doe.gov,(202) 586-0000,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01580,Public Services and Procurement Canada (PSPC),Federal,"Ottawa, ON",CA,Uniformed Security Guard Services — Public Services and Procurement Canada (PSPC),Security Guard Services,484110,"$2,500,000–$5,000,000",Allied Universal Security Services,3 Years + 2 Options,2026-09-11,2026-09-06,2027-04-28,2025-06-08,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://buyandsell.gc.ca,pspc.procurement@tpsgc-pwgsc.gc.ca,+1 (800) 811-1148,Primary: Allied Universal Security Services; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01581,US Army Corps of Engineers,Federal,"Washington, DC",US,IT Infrastructure & Managed Services Contract — US Army Corps of Engineers,IT Infrastructure & Managed Services,561612,"$5,000,000–$10,000,000",Jan-Pro Franchising International,1 Year + 4 Options,2026-06-23,2026-07-15,2027-02-17,2025-06-01,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.usace.army.mil/Business-With-Us/,usace.procurement@usace.army.mil,(202) 761-0011,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Email-based bid notifications — automated alert system opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01583,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Environmental Compliance & Remediation Services — City of Fairfield,Environmental Compliance Services,541512,"$75,000–$150,000",Coverall Holding Company,3 Years,2026-06-25,2026-09-18,2027-01-16,2024-11-11,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Manual contract renewal tracking — automated renewal system opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01584,California Department of Corrections (CDCR),State,"Sacramento, CA",US,HVAC Maintenance & Mechanical Services — California Department of Corrections (CDCR),HVAC & Mechanical Services,238320,"$150,000–$300,000",Sodexo USA,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-20,2026-08-20,2026-12-18,2024-11-25,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cdcr.ca.gov/procurement/,cdcr.procurement@cdcr.ca.gov,(916) 445-7682,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01585,Birmingham City Council — Procurement,Municipal,"Birmingham, ENG",UK,HVAC Maintenance & Mechanical Services — Birmingham City Council,HVAC & Mechanical Services,541512,"$2,500,000–$5,000,000",Sodexo USA,3 Years,2026-08-10,2026-08-12,2028-03-15,2025-10-20,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.birmingham.gov.uk/procurement,procurement@birmingham.gov.uk,+44 121 303 9944,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01589,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Temporary Staffing & Workforce Solutions — City of Vacaville,Staffing & Temporary Labor,493110,"$10,000,000–$25,000,000",Iron Mountain Inc.,3 Years,2026-08-20,2026-07-22,2028-02-17,2025-09-27,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Iron Mountain Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01593,Highways England (National Highways),Infrastructure,"Birmingham, ENG",UK,Grounds Maintenance & Landscaping Services — Highways England (National Highways),Landscaping & Grounds Maintenance,484110,"$25,000–$75,000",Republic Services Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-08-01,2026-11-14,2028-02-22,2025-02-22,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://nationalhighways.co.uk/industry-information/procurement/,procurement@nationalhighways.co.uk,+44 300 123 5000,Primary: Republic Services Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Email-based bid notifications — automated alert system opportunity,"$50,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01594,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Construction & Facility Renovation Services — San Francisco Municipal Transportation Agency (SFMTA),Construction & Renovation,561730,"$75,000–$150,000",Sodexo USA,3 Years,2026-06-18,2026-10-31,2026-11-12,2025-06-04,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Sodexo USA; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01596,City of Atlanta — Department of Procurement,Municipal,"Atlanta, GA",US,Debris Removal & Waste Hauling Services — City of Atlanta,Debris Removal & Waste Management,541512,"$2,500,000–$5,000,000",Sodexo USA,2 Years,2026-07-20,2026-08-28,2026-10-09,2026-05-19,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.atlantaga.gov/government/departments/procurement,procurement@atlantaga.gov,(404) 330-6182,Primary: Sodexo USA; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01597,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Fleet Maintenance & Vehicle Repair Services — City of Vacaville,Fleet Maintenance & Vehicle Services,541513,"$10,000,000–$25,000,000",Leidos Holdings Inc.,1 Year + 4 Options,2026-09-12,2026-08-19,2027-05-25,2026-04-29,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Leidos Holdings Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01600,City of Melbourne — Procurement,Municipal,"Melbourne, VIC",AU,Records Management & Document Digitization Services — City of Melbourne,Records Management & Digitization,561710,"$500,000–$1,000,000",Manpower Group,1 Year,2026-08-28,2026-09-25,2026-09-13,2026-03-12,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.melbourne.vic.gov.au/business/tenders-and-contracts,procurement@melbourne.vic.gov.au,+61 3 9658 9658,Primary: Manpower Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01602,City of Phoenix — Procurement Division,Municipal,"Phoenix, AZ",US,Electrical Maintenance & Repair Services — City of Phoenix,Electrical Services,541513,"$75,000–$150,000",SAIC (Science Applications International Corp.),2 Years,2026-06-25,2026-11-23,2026-09-19,2025-04-18,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.phoenix.gov/finance/vendorsupplier,procurement@phoenix.gov,(602) 262-7181,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Manual scheduling of recurring services — automation ROI 300%+,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01606,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Pest Control & Sanitation Services — City of Vallejo,Pest Control & Sanitation,541512,"$5,000,000–$10,000,000",SAIC (Science Applications International Corp.),1 Year,2026-06-27,2026-08-30,2027-03-02,2025-02-02,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01613,Contra Costa County — Purchasing,County,"Martinez, CA",US,Fleet Maintenance & Vehicle Repair Services — Contra Costa County,Fleet Maintenance & Vehicle Services,561612,"$75,000–$150,000",Booz Allen Hamilton,3 Years + 2 Options,2026-08-21,2026-11-18,2027-12-03,2025-11-26,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.contracosta.ca.gov/1354/Purchasing,purchasing@contracosta.ca.gov,(925) 335-1050,Primary: Booz Allen Hamilton; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01620,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,Healthcare Facility Support Services — City of Vallejo,Healthcare Support Services,561710,"$2,500,000–$5,000,000",Kforce Inc.,2 Years,2026-09-09,2026-10-05,2027-12-14,2024-10-03,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: Kforce Inc.; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01624,Miami-Dade County — Internal Services Department,County,"Miami, FL",US,Environmental Compliance & Remediation Services — Miami-Dade County,Environmental Compliance Services,562111,"$150,000–$300,000",ServiceMaster Clean,1 Year + 4 Options,2026-07-26,2026-10-09,2026-11-17,2025-01-27,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.miamidade.gov/business/procurement.asp,procurement@miamidade.gov,(305) 375-5773,Primary: ServiceMaster Clean; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Spreadsheet-based vendor management — CRM integration opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01641,California Department of General Services (DGS),State,"Sacramento, CA",US,IT Infrastructure & Managed Services Contract — California Department of General Services (DGS),IT Infrastructure & Managed Services,541513,"$150,000–$300,000",Local Independent Vendor,5 Years,2026-07-07,2026-09-08,2027-03-22,2025-01-02,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01642,California Department of General Services (DGS),State,"Sacramento, CA",US,AI & Process Automation Implementation Services — California Department of General Services (DGS),AI & Automation Implementation,561720,"$5,000,000–$10,000,000",Pitney Bowes Inc.,3 Years + 2 Options,2026-09-16,2026-09-19,2027-08-08,2025-05-25,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01646,City of Phoenix — Procurement Division,Municipal,"Phoenix, AZ",US,Fleet Maintenance & Vehicle Repair Services — City of Phoenix,Fleet Maintenance & Vehicle Services,238320,"$25,000–$75,000",Securitas Security Services USA,5 Years,2026-06-27,2026-10-08,2027-09-17,2025-12-17,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.phoenix.gov/finance/vendorsupplier,procurement@phoenix.gov,(602) 262-7181,Primary: Securitas Security Services USA; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01650,Birmingham City Council — Procurement,Municipal,"Birmingham, ENG",UK,Electrical Maintenance & Repair Services — Birmingham City Council,Electrical Services,561710,"$2,500,000–$5,000,000",Jacobs Engineering Group,1 Year,2026-09-13,2026-09-09,2027-07-29,2026-04-09,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.birmingham.gov.uk/procurement,procurement@birmingham.gov.uk,+44 121 303 9944,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Paper timesheets — digital workforce management opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01664,Transport for NSW,Transit/Infrastructure,"Sydney, NSW",AU,HVAC Maintenance & Mechanical Services — Transport for NSW,HVAC & Mechanical Services,541513,"$300,000–$500,000",ABM Industries Inc.,2 Years,2026-07-05,2026-09-20,2027-02-24,2026-01-06,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.transport.nsw.gov.au/industry-and-business/procurement,procurement@transport.nsw.gov.au,+61 2 8202 2200,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$5,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01667,Province of Ontario — Ontario Shared Services,Provincial,"Toronto, ON",CA,Temporary Staffing & Workforce Solutions — Province of Ontario,Staffing & Temporary Labor,561730,"$75,000–$150,000",Securitas Security Services USA,3 Years + 2 Options,2026-06-13,2026-10-24,2027-09-19,2026-03-09,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.ontario.ca/page/doing-business-government,oss.procurement@ontario.ca,+1 (416) 326-1234,Primary: Securitas Security Services USA; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01671,City of Phoenix — Procurement Division,Municipal,"Phoenix, AZ",US,Fleet Maintenance & Vehicle Repair Services — City of Phoenix,Fleet Maintenance & Vehicle Services,541513,"$10,000,000–$25,000,000",ABM Industries Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-06-12,2026-08-04,2027-12-31,2025-08-08,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://www.phoenix.gov/finance/vendorsupplier,procurement@phoenix.gov,(602) 262-7181,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Email-based bid notifications — automated alert system opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01672,Queensland Government — QTenders,State,"Brisbane, QLD",AU,Temporary Staffing & Workforce Solutions — Queensland Government,Staffing & Temporary Labor,561710,"$500,000–$1,000,000",Jani-King International,3 Years + 2 Options,2026-09-08,2026-11-03,2027-08-27,2025-09-24,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://qtenders.epw.qld.gov.au,procurement@epw.qld.gov.au,+61 7 3224 2111,Primary: Jani-King International; Secondary: Regional subcontractors,Agency has documented compliance failures — audit-readiness opportunity,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01675,Birmingham City Council — Procurement,Municipal,"Birmingham, ENG",UK,Facilities Maintenance & Repair Services — Birmingham City Council,Facilities Maintenance & Repair,561730,"$2,500,000–$5,000,000",Unknown/No Incumbent,3 Years,2026-07-11,2026-10-05,2027-10-02,2025-03-05,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.birmingham.gov.uk/procurement,procurement@birmingham.gov.uk,+44 121 303 9944,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Incumbent vendor has poor performance reviews — displacement opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-01676,California Department of Corrections (CDCR),State,"Sacramento, CA",US,IT Infrastructure & Managed Services Contract — California Department of Corrections (CDCR),IT Infrastructure & Managed Services,561720,"$1,000,000–$2,500,000",Jani-King International,2 Years,2026-08-29,2026-11-23,2028-02-05,2024-06-24,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cdcr.ca.gov/procurement/,cdcr.procurement@cdcr.ca.gov,(916) 445-7682,Primary: Jani-King International; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
