id,label,type,industry,region,country,revenue,employees,ai_score,tier,tech_stack
ENT-00970,Vanguard HVAC Co.,company,HVAC & Mechanical Services,Contra Costa County,US,$50M–$100M,1500+,53,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-00971,Delta Air Consulting,company,HVAC & Mechanical Services,Cook County,US,$10M–$25M,301–750,86,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00972,Summit Mechanical Group,company,HVAC & Mechanical Services,Harris County,US,$25M–$50M,16–30,91,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-00973,Atlas HVAC Inc.,company,HVAC & Mechanical Services,Cuyahoga County,US,$1M–$2.5M,76–150,86,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00974,Delta Air LLC,company,HVAC & Mechanical Services,San Diego County,US,$50K–$250K,751–1500,51,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00975,Apex HVAC Inc.,company,HVAC & Mechanical Services,Metro Vancouver,CA,$50K–$250K,31–75,84,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-00976,Vanguard HVAC Consulting,company,HVAC & Mechanical Services,Denver County,US,$100M+,16–30,76,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-00977,Vanguard HVAC Corp.,company,HVAC & Mechanical Services,Cuyahoga County,US,$2.5M–$5M,76–150,50,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-00978,Precision Mechanical Solutions,company,HVAC & Mechanical Services,Greater Toronto Area,CA,$50K–$250K,151–300,82,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-00979,Titan Mechanical Consulting,company,HVAC & Mechanical Services,Greater Sydney,AU,$250K–$500K,6–15,78,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-00980,Guardian Mechanical Enterprises,company,HVAC & Mechanical Services,Contra Costa County,US,$50K–$250K,16–30,77,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-00981,Titan Mechanical Group,company,HVAC & Mechanical Services,Maricopa County,US,$50M–$100M,1500+,76,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-00982,Summit Mechanical LLC,company,HVAC & Mechanical Services,Solano County,US,$500K–$1M,16–30,88,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-00983,Guardian Mechanical Industries,company,HVAC & Mechanical Services,San Francisco County,US,$5M–$10M,1500+,42,Tier 2 — 30-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-00984,Precision Mechanical Consulting,company,HVAC & Mechanical Services,Los Angeles County,US,$10M–$25M,1–5,99,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00985,Apex HVAC Corp.,company,HVAC & Mechanical Services,Cuyahoga County,US,$250K–$500K,6–15,74,Tier 4 — Watch List,"Zoho CRM, FreshBooks, Trello"
ENT-00986,Titan Mechanical Partners,company,HVAC & Mechanical Services,Cook County,US,$100M+,301–750,69,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-00987,Delta Air Systems,company,HVAC & Mechanical Services,Orange County,US,$25M–$50M,751–1500,84,Tier 2 — 30-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-00988,Titan Mechanical Associates,company,HVAC & Mechanical Services,Harris County,US,$100M+,76–150,75,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-00989,Apex HVAC Systems,company,HVAC & Mechanical Services,Calgary Region,CA,$250K–$500K,6–15,49,Tier 1 — Immediate Target,"ServiceTitan, Google Workspace"
ENT-00990,Guardian Mechanical Corp.,company,HVAC & Mechanical Services,Orange County,US,$50K–$250K,1–5,59,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-00991,Clarity HVAC Group,company,HVAC & Mechanical Services,Sonoma County,US,$5M–$10M,31–75,41,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-00992,Clarity HVAC Services,company,HVAC & Mechanical Services,Greater London,UK,$1M–$2.5M,16–30,61,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-00993,Clarity HVAC Corp.,company,HVAC & Mechanical Services,Contra Costa County,US,$25M–$50M,1–5,57,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-00994,Titan Mechanical Co.,company,HVAC & Mechanical Services,San Diego County,US,$100M+,751–1500,78,Tier 3 — 90-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-00995,Titan Mechanical Systems,company,HVAC & Mechanical Services,Calgary Region,CA,$250K–$500K,151–300,46,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-00996,ProAir Inc.,company,HVAC & Mechanical Services,Contra Costa County,US,$2.5M–$5M,1500+,41,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-00997,Summit Mechanical Inc.,company,HVAC & Mechanical Services,Wayne County,US,$5M–$10M,1–5,60,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-00998,Clarity HVAC Industries,company,HVAC & Mechanical Services,San Francisco County,US,$100M+,1–5,58,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-00999,Guardian Mechanical Corp.,company,HVAC & Mechanical Services,Denver County,US,$1M–$2.5M,76–150,78,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01000,Titan Mechanical Consulting,company,HVAC & Mechanical Services,Solano County,US,$5M–$10M,6–15,46,Tier 2 — 30-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-01001,Precision Electric Group,company,Electrical Contracting,San Francisco County,US,$250K–$500K,301–750,69,Tier 1 — Immediate Target,"ServiceTitan, Google Workspace"
ENT-01002,Precision Electric Systems,company,Electrical Contracting,King County,US,$10M–$25M,1–5,50,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01003,Atlas Electric Group,company,Electrical Contracting,Calgary Region,CA,$1M–$2.5M,151–300,56,Tier 1 — Immediate Target,"ServiceTitan, Google Workspace"
ENT-01004,Precision Electric Corp.,company,Electrical Contracting,Alameda County,US,$250K–$500K,751–1500,49,Tier 1 — Immediate Target,"Custom legacy system, Excel-heavy"
ENT-01005,Titan Electrical Industries,company,Electrical Contracting,Napa County,US,$50M–$100M,151–300,62,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01006,Guardian Power Corp.,company,Electrical Contracting,Maricopa County,US,$50K–$250K,31–75,46,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01007,Atlas Electric Co.,company,Electrical Contracting,Sacramento County,US,$1M–$2.5M,31–75,62,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01008,ProVolt Corp.,company,Electrical Contracting,Calgary Region,CA,$500K–$1M,31–75,48,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-01009,Delta Power Solutions,company,Electrical Contracting,Napa County,US,$50K–$250K,751–1500,93,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01010,Precision Electric Industries,company,Electrical Contracting,Greater London,UK,$25M–$50M,31–75,76,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-01011,ProVolt Industries,company,Electrical Contracting,Wayne County,US,$100M+,751–1500,94,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01012,Precision Electric Associates,company,Electrical Contracting,Greater Sydney,AU,$1M–$2.5M,31–75,73,Tier 1 — Immediate Target,"Sage 50, Outlook, Teams"
ENT-01013,Clarity Electrical Services,company,Electrical Contracting,Napa County,US,$10M–$25M,31–75,81,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01014,Vanguard Electric Enterprises,company,Electrical Contracting,San Diego County,US,$10M–$25M,301–750,77,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01015,Delta Power Solutions,company,Electrical Contracting,San Francisco County,US,$25M–$50M,31–75,90,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01016,Atlas Electric Services,company,Electrical Contracting,Los Angeles County,US,$25M–$50M,1–5,69,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01017,Clarity Electrical Services,company,Electrical Contracting,Wayne County,US,$25M–$50M,1500+,80,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01018,Atlas Electric Enterprises,company,Electrical Contracting,Napa County,US,$1M–$2.5M,151–300,52,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01019,Titan Electrical Corp.,company,Electrical Contracting,Greater Sydney,AU,$25M–$50M,1500+,91,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01020,Clarity Electrical LLC,company,Electrical Contracting,Napa County,US,$10M–$25M,76–150,59,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01021,Precision Electric Inc.,company,Electrical Contracting,San Diego County,US,$100M+,31–75,72,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01022,Precision Electric Industries,company,Electrical Contracting,Greater Toronto Area,CA,$10M–$25M,301–750,84,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01023,Delta Power Industries,company,Electrical Contracting,Sacramento County,US,$10M–$25M,16–30,59,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01024,Precision Electric Corp.,company,Electrical Contracting,Fulton County,US,$25M–$50M,16–30,82,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01025,Clarity Electrical Enterprises,company,Electrical Contracting,West Midlands,UK,$1M–$2.5M,76–150,46,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01026,Precision Electric Associates,company,Electrical Contracting,Cuyahoga County,US,$10M–$25M,76–150,59,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-01027,Precision Electric Consulting,company,Electrical Contracting,Greater Melbourne,AU,$50M–$100M,1500+,89,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01028,Delta Power Associates,company,Electrical Contracting,Sonoma County,US,$250K–$500K,16–30,73,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01029,Delta Power Inc.,company,Electrical Contracting,Contra Costa County,US,$250K–$500K,6–15,84,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01030,Vanguard Electric Associates,company,Electrical Contracting,Calgary Region,CA,$5M–$10M,151–300,97,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01031,Vanguard Electric Associates,company,Electrical Contracting,San Diego County,US,$10M–$25M,1500+,88,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01032,Precision Electric Co.,company,Electrical Contracting,Alameda County,US,$10M–$25M,151–300,83,Tier 4 — Watch List,"Xero, HubSpot, Slack"
ENT-01033,Titan Electrical Systems,company,Electrical Contracting,San Francisco County,US,$2.5M–$5M,6–15,90,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01034,Atlas Electric Industries,company,Electrical Contracting,Harris County,US,$10M–$25M,301–750,43,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01035,Apex Electric Co.,company,Electrical Contracting,San Francisco County,US,$2.5M–$5M,6–15,90,Tier 3 — 90-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-01036,ProVolt Solutions,company,Electrical Contracting,Sacramento County,US,$1M–$2.5M,16–30,44,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01037,Delta Power Corp.,company,Electrical Contracting,Marin County,US,$25M–$50M,301–750,68,Tier 4 — Watch List,"Custom legacy system, Excel-heavy"
ENT-01038,Vanguard Electric Inc.,company,Electrical Contracting,West Midlands,UK,$5M–$10M,16–30,46,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01039,Precision Electric Services,company,Electrical Contracting,Greater Melbourne,AU,$500K–$1M,16–30,40,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01040,Precision Electric Associates,company,Electrical Contracting,Contra Costa County,US,$50K–$250K,16–30,76,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01041,Delta Power Partners,company,Electrical Contracting,Cook County,US,$2.5M–$5M,1–5,58,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01042,Delta Power Associates,company,Electrical Contracting,King County,US,$250K–$500K,301–750,89,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01043,Clarity Electrical Group,company,Electrical Contracting,Harris County,US,$50M–$100M,751–1500,47,Tier 4 — Watch List,"QuickBooks Desktop, email-only CRM"
ENT-01044,Delta Power Group,company,Electrical Contracting,Calgary Region,CA,$50K–$250K,751–1500,86,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-01045,Clarity Electrical Partners,company,Electrical Contracting,West Midlands,UK,$10M–$25M,301–750,72,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01046,Clarity Electrical Solutions,company,Electrical Contracting,Greater London,UK,$1M–$2.5M,31–75,85,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-01047,Delta Power Associates,company,Electrical Contracting,West Midlands,UK,$25M–$50M,6–15,57,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01048,Atlas Electric Co.,company,Electrical Contracting,Wayne County,US,$50M–$100M,301–750,72,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01049,Apex Electric Corp.,company,Electrical Contracting,Sacramento County,US,$50K–$250K,1500+,67,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01050,Apex Electric Consulting,company,Electrical Contracting,Alameda County,US,$100M+,1500+,91,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01051,Vanguard Electric Enterprises,company,Electrical Contracting,Cook County,US,$1M–$2.5M,1500+,51,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01052,Atlas Electric Partners,company,Electrical Contracting,Solano County,US,$10M–$25M,1500+,57,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01053,Precision Electric Systems,company,Electrical Contracting,Miami-Dade County,US,$100M+,16–30,60,Tier 2 — 30-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01054,Delta Power Associates,company,Electrical Contracting,Solano County,US,$100M+,1500+,96,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01055,Summit Electrical LLC,company,Electrical Contracting,Fulton County,US,$1M–$2.5M,76–150,66,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01056,Delta Power Group,company,Electrical Contracting,Harris County,US,$2.5M–$5M,16–30,78,Tier 3 — 90-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01057,Apex Electric Industries,company,Electrical Contracting,San Francisco County,US,$100M+,1–5,54,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01058,Precision Electric Enterprises,company,Electrical Contracting,Greater Sydney,AU,$25M–$50M,6–15,94,Tier 4 — Watch List,"ServiceTitan, Google Workspace"
ENT-01059,Titan Electrical Associates,company,Electrical Contracting,Greater Toronto Area,CA,$5M–$10M,751–1500,78,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01060,Clarity Electrical LLC,company,Electrical Contracting,Alameda County,US,$1M–$2.5M,1–5,71,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01061,Delta Power Systems,company,Electrical Contracting,San Diego County,US,$250K–$500K,151–300,54,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01062,ProVolt Enterprises,company,Electrical Contracting,Calgary Region,CA,$1M–$2.5M,301–750,64,Tier 2 — 30-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01063,Titan Electrical Services,company,Electrical Contracting,Harris County,US,$1M–$2.5M,1500+,72,Tier 3 — 90-Day Pipeline,"Xero, HubSpot, Slack"
ENT-01064,Summit Electrical Services,company,Electrical Contracting,Greater Toronto Area,CA,$10M–$25M,16–30,81,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01065,Precision Electric Co.,company,Electrical Contracting,Cook County,US,$10M–$25M,16–30,58,Tier 1 — Immediate Target,"Zoho CRM, FreshBooks, Trello"
ENT-01066,Guardian Power Co.,company,Electrical Contracting,Calgary Region,CA,$1M–$2.5M,1500+,70,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-01067,Delta Power Corp.,company,Electrical Contracting,Calgary Region,CA,$1M–$2.5M,1–5,70,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01068,Clarity Electrical Inc.,company,Electrical Contracting,Calgary Region,CA,$1M–$2.5M,31–75,56,Tier 2 — 30-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01069,ProVolt Enterprises,company,Electrical Contracting,Orange County,US,$50K–$250K,6–15,67,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01070,Precision Electric Services,company,Electrical Contracting,Greater Toronto Area,CA,$500K–$1M,301–750,69,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01071,Titan Electrical Co.,company,Electrical Contracting,Harris County,US,$500K–$1M,1500+,42,Tier 2 — 30-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01072,Summit Electrical Industries,company,Electrical Contracting,Cuyahoga County,US,$100M+,16–30,75,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01073,Apex Electric Associates,company,Electrical Contracting,Cook County,US,$50M–$100M,301–750,66,Tier 4 — Watch List,"NetSuite, Zendesk, Asana"
ENT-01074,Guardian Power Associates,company,Electrical Contracting,San Diego County,US,$50K–$250K,151–300,81,Tier 3 — 90-Day Pipeline,"Verizon Connect, Samsara GPS, Excel"
ENT-01075,Titan Electrical Co.,company,Electrical Contracting,Sacramento County,US,$5M–$10M,301–750,59,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01076,Clarity Electrical LLC,company,Electrical Contracting,Greater Melbourne,AU,$50M–$100M,751–1500,72,Tier 3 — 90-Day Pipeline,"Zoho CRM, FreshBooks, Trello"
ENT-01077,Titan Electrical Co.,company,Electrical Contracting,Sonoma County,US,$2.5M–$5M,301–750,69,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-01078,Titan Electrical Services,company,Electrical Contracting,Greater Toronto Area,CA,$5M–$10M,1–5,86,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
ENT-01079,Precision Electric Enterprises,company,Electrical Contracting,Wayne County,US,$1M–$2.5M,301–750,45,Tier 4 — Watch List,"FieldEdge, QuickBooks Online"
ENT-01080,Precision Electric LLC,company,Electrical Contracting,Wayne County,US,$50K–$250K,1–5,73,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01081,Atlas Electric Systems,company,Electrical Contracting,Sacramento County,US,$50K–$250K,1–5,95,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01082,Summit Electrical Services,company,Electrical Contracting,Cook County,US,$500K–$1M,16–30,85,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01083,Apex Electric Inc.,company,Electrical Contracting,Greater Melbourne,AU,$25M–$50M,1–5,41,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01084,Vanguard Electric Inc.,company,Electrical Contracting,Denver County,US,$100M+,6–15,79,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01085,Titan Electrical Enterprises,company,Electrical Contracting,Cook County,US,$50M–$100M,301–750,92,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01086,Atlas Electric Enterprises,company,Electrical Contracting,Alameda County,US,$250K–$500K,76–150,42,Tier 4 — Watch List,"Custom legacy system, Excel-heavy"
ENT-01087,Vanguard Electric Corp.,company,Electrical Contracting,San Diego County,US,$2.5M–$5M,1–5,47,Tier 2 — 30-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01088,Precision Electric Systems,company,Electrical Contracting,Fulton County,US,$250K–$500K,751–1500,97,Tier 3 — 90-Day Pipeline,"Oracle ERP, Workday, Tableau"
ENT-01089,Clarity Electrical Systems,company,Electrical Contracting,West Midlands,UK,$100M+,16–30,73,Tier 1 — Immediate Target,"SAP, Salesforce, ServiceNow"
ENT-01090,Apex Electric Inc.,company,Electrical Contracting,Metro Vancouver,CA,$10M–$25M,1–5,66,Tier 3 — 90-Day Pipeline,"SAP, Salesforce, ServiceNow"
ENT-01091,Summit Electrical Services,company,Electrical Contracting,Greater Sydney,AU,$2.5M–$5M,151–300,77,Tier 2 — 30-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01092,Delta Power Inc.,company,Electrical Contracting,Orange County,US,$2.5M–$5M,16–30,58,Tier 3 — 90-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01093,Delta Power LLC,company,Electrical Contracting,Alameda County,US,$1M–$2.5M,6–15,40,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01094,Clarity Electrical Corp.,company,Electrical Contracting,Cuyahoga County,US,$25M–$50M,1–5,48,Tier 3 — 90-Day Pipeline,"NetSuite, Zendesk, Asana"
ENT-01095,Atlas Electric Associates,company,Electrical Contracting,Cook County,US,$50M–$100M,301–750,94,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01096,Vanguard Electric Partners,company,Electrical Contracting,Harris County,US,$500K–$1M,6–15,99,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-01097,Summit Electrical Enterprises,company,Electrical Contracting,San Diego County,US,$500K–$1M,1500+,46,Tier 1 — Immediate Target,"QuickBooks, Google Workspace, Jobber"
ENT-01098,Atlas Electric Co.,company,Electrical Contracting,Greater Toronto Area,CA,$50K–$250K,1500+,88,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01099,Vanguard Electric Co.,company,Electrical Contracting,Fulton County,US,$2.5M–$5M,31–75,53,Tier 1 — Immediate Target,"FieldEdge, QuickBooks Online"
ENT-01100,ProVolt Solutions,company,Electrical Contracting,Sonoma County,US,$500K–$1M,1–5,94,Tier 4 — Watch List,"SAP, Salesforce, ServiceNow"
ENT-01101,Titan Landscaping Corp.,company,Landscaping & Grounds Maintenance,Orange County,US,$1M–$2.5M,751–1500,83,Tier 3 — 90-Day Pipeline,"BuilderTrend, Procore, DocuSign"
ENT-01102,Atlas Grounds Partners,company,Landscaping & Grounds Maintenance,Harris County,US,$2.5M–$5M,6–15,44,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01103,Delta Green Inc.,company,Landscaping & Grounds Maintenance,Greater London,UK,$500K–$1M,301–750,41,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01104,Clarity Grounds Industries,company,Landscaping & Grounds Maintenance,Orange County,US,$500K–$1M,301–750,62,Tier 4 — Watch List,"Verizon Connect, Samsara GPS, Excel"
ENT-01105,ProGreen LLC,company,Landscaping & Grounds Maintenance,Greater London,UK,$500K–$1M,751–1500,97,Tier 1 — Immediate Target,"Verizon Connect, Samsara GPS, Excel"
ENT-01106,Guardian Landscaping Partners,company,Landscaping & Grounds Maintenance,Wayne County,US,$250K–$500K,1500+,60,Tier 1 — Immediate Target,"Microsoft 365, Dynamics 365, Power BI"
ENT-01107,ProGreen Inc.,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$100M+,76–150,67,Tier 3 — 90-Day Pipeline,"Paper-based, minimal digital"
ENT-01108,ProGreen Industries,company,Landscaping & Grounds Maintenance,King County,US,$250K–$500K,31–75,45,Tier 3 — 90-Day Pipeline,"QuickBooks Desktop, email-only CRM"
ENT-01109,Guardian Landscaping Group,company,Landscaping & Grounds Maintenance,King County,US,$2.5M–$5M,751–1500,86,Tier 4 — Watch List,"QuickBooks, Google Workspace, Jobber"
ENT-01110,Clarity Grounds Associates,company,Landscaping & Grounds Maintenance,Sacramento County,US,$10M–$25M,6–15,65,Tier 2 — 30-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01111,Apex Grounds Industries,company,Landscaping & Grounds Maintenance,Napa County,US,$50M–$100M,1–5,94,Tier 2 — 30-Day Pipeline,"Sage 50, Outlook, Teams"
ENT-01112,Vanguard Grounds LLC,company,Landscaping & Grounds Maintenance,Contra Costa County,US,$5M–$10M,76–150,53,Tier 4 — Watch List,"BuilderTrend, Procore, DocuSign"
ENT-01113,Guardian Landscaping Partners,company,Landscaping & Grounds Maintenance,Contra Costa County,US,$25M–$50M,151–300,53,Tier 2 — 30-Day Pipeline,"QuickBooks, Google Workspace, Jobber"
ENT-01114,Delta Green Inc.,company,Landscaping & Grounds Maintenance,Los Angeles County,US,$50M–$100M,301–750,72,Tier 3 — 90-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-01115,Titan Landscaping Group,company,Landscaping & Grounds Maintenance,Harris County,US,$50M–$100M,751–1500,71,Tier 4 — Watch List,"Microsoft 365, Dynamics 365, Power BI"
ENT-01116,Atlas Grounds Enterprises,company,Landscaping & Grounds Maintenance,Marin County,US,$5M–$10M,151–300,77,Tier 3 — 90-Day Pipeline,"ServiceTitan, Google Workspace"
ENT-01117,Apex Grounds Associates,company,Landscaping & Grounds Maintenance,San Diego County,US,$10M–$25M,1500+,52,Tier 1 — Immediate Target,"QuickBooks Desktop, email-only CRM"
ENT-01118,Titan Landscaping Corp.,company,Landscaping & Grounds Maintenance,Solano County,US,$500K–$1M,31–75,57,Tier 3 — 90-Day Pipeline,"Custom legacy system, Excel-heavy"
ENT-01119,Titan Landscaping Corp.,company,Landscaping & Grounds Maintenance,Calgary Region,CA,$250K–$500K,1500+,91,Tier 3 — 90-Day Pipeline,"Microsoft 365, Dynamics 365, Power BI"
ENT-01120,Delta Green Consulting,company,Landscaping & Grounds Maintenance,Cuyahoga County,US,$1M–$2.5M,6–15,65,Tier 1 — Immediate Target,"NetSuite, Zendesk, Asana"
ENT-01121,Guardian Landscaping Associates,company,Landscaping & Grounds Maintenance,Marin County,US,$10M–$25M,151–300,84,Tier 1 — Immediate Target,"BuilderTrend, Procore, DocuSign"
ENT-01122,Apex Grounds Co.,company,Landscaping & Grounds Maintenance,Cook County,US,$500K–$1M,6–15,93,Tier 1 — Immediate Target,"Oracle ERP, Workday, Tableau"
ENT-01123,Apex Grounds Corp.,company,Landscaping & Grounds Maintenance,Contra Costa County,US,$50K–$250K,76–150,92,Tier 1 — Immediate Target,"Paper-based, minimal digital"
ENT-01124,Apex Grounds Inc.,company,Landscaping & Grounds Maintenance,San Francisco County,US,$10M–$25M,31–75,65,Tier 4 — Watch List,"Paper-based, minimal digital"
ENT-01125,Atlas Grounds Group,company,Landscaping & Grounds Maintenance,Harris County,US,$50K–$250K,751–1500,46,Tier 2 — 30-Day Pipeline,"Paper-based, minimal digital"
ENT-01126,Summit Landscaping LLC,company,Landscaping & Grounds Maintenance,Metro Vancouver,CA,$10M–$25M,76–150,52,Tier 2 — 30-Day Pipeline,"FieldEdge, QuickBooks Online"
